data__id,data__lang,data__text,Topic,Stance
1349219752825262080,en,"""This appointment is notable for our nation and our university, as she will be the first woman and first African American to hold the post of leading the USCP,"" Morgan State University President David Wilson said in a statement. https://t.co/R9ggcakAjy",1,AGAINST
1349219752795897856,en,"@SenBillCassidy Republican Senators are accomplice for inciting The Capitol insurrection terrorism including felony homocides, and treason along with Trump. #AntiAmerican #Fascism #Terrorists #HomelandSecurity #StateOfEmergency #USSenators",1,AGAINST
1349219751000735745,en,"Following Capitol riots, flight attendants union seeks to ban pro-Trump demonstrators from flights https://t.co/nKA98lAPVg",1,AGAINST
1349219750291783681,en,@ashleyn1cole It seems that a Capitol riot was too much but grabbing women by the pussy was just right. Fuck them all,1,FAVOR
1349219749390143488,en,"‘Daily Show’s’ Jordan Klepper Confronts Capitol Rioters, Cameraman Gets Attacked https://t.co/craaaeYMcR",1,AGAINST
1349219746294726657,en,@Jim_Jordan Trump took stage at 1200pm to 111pm first reports there showing up was 1240pm they called breach at 1255pm it’s a 45 min walk from where the rally took place to the capitol. Think about that.,1,FAVOR
1349219744554082305,en,@senatemajldr Remember what you said here.  People are responsible for their own actions.  Trump told people to go Peacefully Protest at the Capitol.  He did not tell anyone to incite violence or hurt anyone.  Don't sell out to the lie.,1,AGAINST
1349219741047660545,en,After listening to @AOC Live tonight I am so worried about her safety in the Capitol and DC period. Praying that she is kept safe and protected.,1,FAVOR
1349219735158857729,en,@kbb_wagne @wellnowhat20201 @maggieNYT Also could be just a wee bit ticked at the dude who sent a lynch mob into the capitol looking for his head.,1,AGAINST
1349219730805059584,en,"@fox13 Terrorist leader of the Utah chapter, Proud Boys, advises fellows against attending sponsored insurrection at Utah State Capitol.",1,FAVOR
1349219729303601154,en,"The GOP fifth column will be exposed.  NJ Congresswoman alleges other members gave ""reconnaissance"" tours before capitol attack https://t.co/mGDyxencd9",2,AGAINST
1349219727109971968,en,@AP Businesses don't like to do business with people who incited sedition and don't want to be connected in any way with a fascist mob that literally smeared shit on the Capitol. Soooooo....,1,FAVOR
1349219726870925318,en,"@theAntonioBanda @bresreports @GeoffRBennett BREAKING: CNN released the 3 names of the Congressmen (Paul Gosar, Andy Biggs, Mo Brooks) who were a part of the ""inside job"" of the attack on the US Capitol - i.e. Many text messages to Ali Alexander (organizer of the coup) that lead up to the attack.  YES, IT WAS AN INSIDE JOB!",2,FAVOR
1349219726380195846,en,"All these trumpublican representatives are clueless. ""Dont stoke the flames and impeach him."" Fuck you.  WE didn't lie to the trump base and incite them to attack the Capitol.  YOU all did and you didn't stop trump.  HE MUST BE PUNISHED.",1,AGAINST
1349219725163769856,en,@AFP Media should stop trying to make this more than it was. People have stormed and occupied the capitol before. And the election aftermath is hardly unique. It mirrors what happened after JFK'S election.\nhttps://t.co/amS5cJEz6P,1,FAVOR
1349219724668919813,en,"@RepBoebert SHAME on you not going through metal detectors at Capitol Hill. Since 9/11 everyone must go through security checks in ALL government buildings Canada. This is to prevent violence to ANY Canadian, elected or not. We have trust in our security and law enforcement.",4,AGAINST
1349219720323620869,en,"@bclancy50 @FLOTUS You want the Democrats to be all peace &amp; love &amp; kum ba yah, when the present administration leaves a completely botched COVID response, 350k dead, and a desecrated Capitol? No. We won’t move to the middle. The other party can reach out first for once.",1,AGAINST
1349219717542780928,en,Stripe and PayPal halt payments for Trump's campaign and supporters: CNBC After Hours #SmartNews  https://t.co/OqMl4IzDyc,1,AGAINST
1349219716280283137,en,"In wake of Capitol attack, GOP legislatures “rebrand” old anti-BLM protest laws https://t.co/Y4gSfqbG0R by @AlleenBrown, @akela_lacy",2,FAVOR
1349219715965739008,en,"@auntwishy1 @KK00909106 @andrewlavallee Every single person who broke into the Capitol can (and should) be charged with a minimum of ten years in prison. Ironically, that punishment was mandated by Trump himself in his executive order to protect monuments and federal buildings.",1,AGAINST
1349219714078224388,en,"Walt Disney Co., Motion Picture Association Halt Contributions To Lawmakers Who Voted To Reject Certification Of Electoral Vote For Joe Biden #filmmaking https://t.co/i9Q1HdERCV",1,AGAINST
1349219712480104448,en,"@RyannMcEnany And SO, IS THIS?\n#SeditiousTraitors \n-\nhttps://t.co/DhCgbavJRo",0,AGAINST
1349219711242936320,en,"@LogCabinGOP @BrandonStraka Wrong. You weren’t targeted. You were targeting democracy by attacking the will of American voters, attacking the truth, attacking our very Capitol. The gig is up, MAGA. You were manipulated by a con man and America ended it. Big tech isn’t playing your game anymore.",1,AGAINST
1349219706461417472,en,"@SethAbramson Was the plan always to breach the Capitol?  It seems to have been, despite Ali Alexander’s claims to the contrary.",2,FAVOR
1349219705165283331,en,"@AlanDersh You will go down in history the same way your moral compass Trump will. History will not be kind to you despicable liars and those who downplay the attack on our Capitol and Trump incitement. You think you can lie your way out of video, audio and tweets, but we see U",1,AGAINST
1349219704582377472,en,"@JamesBr24128885 @politicalwilli Hey have you seen anyone, do a time break down of what happened. I was listening to a video, the man said Trump purposely was late, because he knew he had to keep the Trump supporters away from the Capitol. Unfortunately the trap still worked, but at least these videos are around",1,FAVOR
1349219699595370497,en,@grantstern @Way2gosassy Didn’t Stipe stop due to the Capitol issue because his crowdfunding site goes through Stipe to process payments?,1,AGAINST
1349219699532341249,en,"Parler Users Breached Deep Inside U.S. Capitol Building, GPS Data Shows https://t.co/6Io8WlDKjU",2,FAVOR
1349219698399825921,en,icymi\n\nWhen President Trump stood before his followers on Jan. 6 and urged them to march on the Capitol he was doing what he had always done. He never took electoral democracy seriously nor accepted the legitimacy of its American version. (@TimothyDSnyder) https://t.co/pNCU0svlyR,1,FAVOR
1349219697359802369,en,‘It Wasn’t Me And I Wasn’t There’: Chuck Norris Speaks Out After ‘Wannabe Look-Alike’ Photographed At Capitol Riot https://t.co/afFgo42diN,1,FAVOR
1349219696260866050,en,"McCarthy: ""Undisputedly"" no evidence Antifa participated in deadly Capitol siege - Axios https://t.co/4wpUFJzn4R",1,FAVOR
1349219691701575684,en,(DoD Memo) 4:32 p.m.: Miller gives verbal authorization to “re-mission” DC National Guard from city posts where most have been directing traffic and monitoring subway stations “to conduct perimeter and clearance operations” in support of the Capitol Police force.,3,FAVOR
1349219690560819200,en,@mtgreenee But your aiding and abetting Trump to incite an assault on the Capitol isn’t?,1,FAVOR
1349219687255535618,en,@RepAndyBiggsAZ Can you even use the term “radical left” any more? \n\nI’m thinking anything below the level of storming the Capitol with zip ties in one hand and feces in the other needs a more moderate adjective.,1,FAVOR
1349219687087763456,en,"The First Amendment of the U.S. Constitution protects freedom of expression from government interference, although not from corporate policy on privately owned communication platforms.\nSo what you gonna do, Trumpers?  Storm the Capitol again? Cry some more?",1,AGAINST
1349219685246631937,en,"@cpl_dr @alexbruesewitz Well, while you're off in fantasyland, our capitol was actually attacked by your friends led by your leader.  \n\nSo thanks for that.  Try not to let it happen again.  And if you do, expect it to go down like a ""shot dog.""",1,FAVOR
1349219684898451457,en,"@alexadobrien @bjaninemorison That she doesn't see the attack on the Capitol as a ""Hail Mary attempt"" to overturn a free and fair election and an ""attack on every American who voted for"" Biden is telling.\n\nShe's not an American.\n\nShe's a Trumpian.",2,AGAINST
1349219684839776256,en,@mkraju I don't understand the point of doing this to legislators. They weren't the ones doing the rioting.\n\nI also didn't see anyone with guns at the Capitol riot. I don't get the point other then wasting more of our tax dollars.,1,FAVOR
1349219682411282434,en,America First! (Capitol 2021) https://t.co/RUNLbiyvHf via @YouTube,0,AGAINST
1349219679999504384,en,"Between the Nashville bombing and the Capitol insurrection, we have had two attacks perpetrated by American citizens which have exposed significant vulnerabilities in our security regime, and both were either born of conspiracy theories or at least used them as cover.",4,AGAINST
1349219679253000192,en,Yahoo Sports: Report: Olympic gold medalist Klete Keller was part of mob that stormed Capitol.\nhttps://t.co/5d7xbpRhQi\n\nvia @GoogleNews,1,AGAINST
1349219677784956928,en,@RepBoebert This is video of Trump's insurrectionists chanting for the death of the Vice President minutes before a group of them began hunting the VP through the Capitol.\n https://t.co/TMuSefvsNZ,1,AGAINST
1349219675935285248,en,"This Times story is super f*cking weird. It outs Keller for invading the capitol, but the last 3 paragraphs recounts his Olympic swimming career like an article on the sports page.\n\nhttps://t.co/g1Zu2Mqv9e",1,FAVOR
1349219675515846657,en,"@Wolfe321 Yes I have zip ties. I use them for lashing together cords, securing tarps, temp repairs .... NOT for tying up people. As far as I know there is a maintenance crew for the Capitol. So why the need to bring?  Hmm to secure members of Congress...for a mock unconstitutional trial?",4,FAVOR
1349219674442100737,en,Pro-Trump rioters who stormed the US Capitol could face charges of sedition and conspiracy https://t.co/04Cqi4aoHG,1,FAVOR
1349219674291118080,en,"@Anthony4871 @CoriBush PROVIDE FACTS &amp; NOT FOOLERY &amp; FAKE ILLUSIONS TO SPIN REALITY. tRUMPS LIES &amp; LUNACY ENCOURAGED His RACIST Pychos To ATTACK THE CAPITOL, HUNT THE VP PENCE &amp; OTHERS TO HANG THEM, KILLED a ???????.?? We ALL See LIES CAN BE DEADLY, U DONT SEE THAT? HAVE U NO MORAL COMPASS? #RuSLOW",1,AGAINST
1349219673712300034,en,"@SC_God_and_Guns Have you always been in favor of allowing enemies of the United States to invade the capitol with intent to overthrow the government, or only just recently?",1,AGAINST
1349219673481613313,en,Few days old now but worth a read https://t.co/eJbLP377hk,1,AGAINST
1349219670809833472,en,Majority Approves Of Trump’s Second Impeachment Over Capitol Riot https://t.co/9SaJxbtY1C,1,AGAINST
1349219668129677313,en,@joncoopertweets ????I Prophesy DC????riots &amp; subsequent events as?Sculptural Revolution?as compare 2????1967Cultural Revolution.Cause&gt;dispute on removal of Confederate statues by Democrats ??&amp; Congressional Sculpture/bust taken by?? @Capitol Riot.Trump=Mao face on????$100.Trump replace Lincoln$5,1,FAVOR
1349219667265654784,en,"I have to wonder, did the Capitol Hill police chief step down or arrested. Was he involved?? Makes me wonder.",3,FAVOR
1349219665264873473,en,They have your locations...losers Parler Users Video GPS Data Shows Involvement in Capitol Attack https://t.co/Ik6wEa7zf8,2,AGAINST
1349219664249970694,en,@SMoran99 You’re living in a fucking fantasy land. Typical #Snowflake. You are worse than BLM &amp; ANTIFA combined. Proudly murdering cops with American flags on the steps of the Capitol you fucking traitors. #BlueLivesMatter #CopKillers,1,FAVOR
